Unnamed: 0,argument,sa_argument,hypothesis,is_fallacy 
434,"If you accept that the story of Adam and Eve was figurative, then you will do the same for most of the Old Testament stories of similar literary styles.  Once you are there, the New Testament and the story of Jesus does not make sense, which will lead you to believe that the resurrection of Jesus was a “spiritual” one.  Once you accept that, you won’t be a Christian anymore; you will be a dirty atheist, then you will have no morals and start having sex with animals of a barnyard nature.  So you better take the story of Adam and Eve literally, before the phrase, “that chicken looks delicious”, takes on a whole new meaning.","If MSK<0> MSK<1> that MSK<3> was figurative , then MSK<0> will do the same for most of the Old MSK<4> MSK<5> of similar literary styles . Once MSK<0> are there , the MSK<6> MSK<4> and the MSK<5> of MSK<7> does not make sense , which will lead MSK<0> to believe that the resurrection of MSK<7> was a MSK<8> spiritual MSK<8> one . Once MSK<0> MSK<1> that , MSK<0> wo n’t be a Christian anymore ; MSK<0> will be a dirty atheist , then MSK<0> will have no morals and start having sex with animals of a barnyard nature . So MSK<0> better take MSK<3> literally , before the phrase , MSK<8> that chicken looks delicious MSK<8> , takes on a whole MSK<6> meaning . ",This argument is fallacious.,1
435,Of course Lou would want to go biking on field trip day - biking is the only thing he ever does! He shouldn't be allowed to choose an activity.,Of course MSK<0> would want to go MSK<1> on field trip day - MSK<1> is the only thing MSK<0> ever does ! MSK<0> shouldn't be allowed to choose an activity . ,This argument is fallacious.,1
436,Force people to choose between two extreme choices intentionally ignoring the whole spectrum of other possibilities.,Force people to MSK<0> between two extreme MSK<0> intentionally ignoring the whole spectrum of other possibilities . ,This argument is fallacious.,1
437,"All lions are animals. All cats are animals. Therefore, all lions are cats.","MSK<0> are MSK<1> . All MSK<2> are MSK<1> . Therefore , MSK<0> are MSK<2> . ",This argument is fallacious.,1
438,My neighbor’s child was kidnapped while playing alone in her yard. My city must be a dangerous place for children.,MSK<0> neighbor ’s MSK<1> was kidnapped while playing alone in her yard . MSK<0> city must be a dangerous place for MSK<1> . ,This argument is fallacious.,1
439,"All the popular guys at school are dyeing their hair purple, so you should, too!","MSK<0> are dyeing MSK<0> hair purple , so you should , too ! ",This argument is fallacious.,1
440,Suggesting that John F. Kennedy won the presidency over Richard Nixon exclusively because of the debate on TV,Suggesting that John F. Kennedy won the presidency over Richard Nixon exclusively because of the debate on TV ,This argument is fallacious.,1
441,“The two courses I took at Harvard were not very interesting. I don't think it is a good university.”,MSK<2> The two courses MSK<0> took at MSK<1> were not very interesting . MSK<0> don't think MSK<1> is a good university . MSK<2> ,This argument is fallacious.,1
442,"Richard Dawkins, an evolutionary biologist and perhaps the foremost expert in the field, says that evolution is true. Therefore, it's true.","MSK<0> , says that evolution is MSK<1> . Therefore , MSK<0> 's MSK<1> . ",This argument is fallacious.,1
443,"If I went to the mall a polled 3 people, those opinions would not represent the opinions of the city population.","If I went to the mall a polled 3 people , those MSK<0> would not represent the MSK<0> of the city population . ",This argument is fallacious.,1
444,"If you forget to floss, you will get cavities, and if you get cavities, you will lose all your teeth by the time you're 30.","If MSK<0> forget to floss , MSK<0> will get MSK<1> , and if MSK<0> get MSK<1> , MSK<0> will lose all MSK<0> teeth by the time MSK<0> 're 30 . ",This argument is fallacious.,1
445,"""Some tall people recently vandalized the park, tall people are irresponsible.""",""" Some MSK<1> recently vandalized the park , MSK<1> are irresponsible . "" ",This argument is fallacious.,1
446,"the analogy 'animal Auschwitz,' which compares the treatment of animals to the treatment of Jews, gays and other groups during the Nazi era.","the analogy ' MSK<0> Auschwitz , ' which compares the MSK<1> of MSK<0> to the MSK<1> of Jews , gays and other groups during the Nazi era . ",This argument is fallacious.,1
447,"My mother has always told me not to drink milk after eating fish because she knows a friend whose skin got patched after drinking milk and eating fish together. Besides, many other people have told me the same thing so it must be true.","MSK<0> has always MSK<2> not to MSK<4> after MSK<6> because MSK<0> knows a friend whose skin got patched after MSK<4> and MSK<6> together . Besides , many other people have MSK<2> the same thing so it must be true . ",This argument is fallacious.,1
448,Every severe recession follows a Republican Presidency; therefore Republicans are the cause of recessions.,Every severe MSK<0> follows a MSK<1> Presidency ; therefore MSK<1> are the cause of MSK<0> . ,This argument is fallacious.,1
449,"""Good source of Vitamin D""...*doesn't mention the terrible amounts of sugar.",""" Good source of Vitamin D "" ... * doesn't mention the terrible amounts of sugar . ",This argument is fallacious.,1
450,"harmful atheists favor cloning, so cloning is wrong","harmful atheists favor MSK<0> , so MSK<0> is wrong ",This argument is fallacious.,1
451,"Based on a survey of 1000 American homeowners, 99% of those surveyed have two or more automobiles worth on average $100,000 each.  Therefore, Americans are very wealthy.","Based on a MSK<0> of MSK<1> MSK<2> homeowners , 99 % of those MSK<0> have two or more automobiles worth on average $ MSK<1> each . Therefore , MSK<2> are very wealthy . ",This argument is fallacious.,1
452,"Ted: Biological evolution is both a theory and a fact.  Edwin: That is ridiculous! How can you possibly be absolutely certain that we evolved from pond scum!",Ted : Biological MSK<0> is both a theory and a fact . Edwin : That is ridiculous ! How can you possibly be absolutely certain that we MSK<0> from pond scum ! ,This argument is fallacious.,1
453,"“Eat great food at our restaurant, or eat sad, boring meals at home.”","MSK<1> MSK<0> great food at our restaurant , or MSK<0> sad , boring meals at home . MSK<1> ",This argument is fallacious.,1
454,"My roommate wants to talk about cleaning out the garage, so I asked her what she wants to do with our patio furniture. Now she's shopping for new patio furniture and not asking me about the garage.","MSK<0> roommate MSK<1> to talk about cleaning out MSK<2> , so MSK<0> MSK<3> MSK<4> what MSK<4> MSK<1> to do with our MSK<6> . Now MSK<4> 's shopping for new MSK<6> and not MSK<3> MSK<0> about MSK<2> . ",This argument is fallacious.,1
455,"""The majority of people are voting for John Doe, so he must be the best candidate.""",""" MSK<0> are voting for John Doe , so MSK<0> must be the best candidate . "" ",This argument is fallacious.,1
456,"""Your Honor, the defendant has been able to provide no strong evidence to prove his innocence; therefore, you must find him guilty.""",""" MSK<0> Honor , MSK<1> has been able to provide no strong evidence to prove MSK<1> innocence ; therefore , MSK<0> must find MSK<1> guilty . "" ",This argument is fallacious.,1
457,gun registration would start us sliding into the unconstitutional morass of universal arms confiscation.,gun registration would start us sliding into the unconstitutional morass of universal arms confiscation . ,This argument is fallacious.,1
458,"Poetry is a based on rhythm, and music is based on rhythm, so isn't poetry a kind of music?","MSK<0> is a MSK<1> on MSK<2> , and MSK<3> is MSK<1> on MSK<2> , so isn't MSK<0> a kind of MSK<3> ? ",This argument is fallacious.,1
459,"If you don’t eat breakfast, you’ll slouch in your desk. If you slouch in your desk, you’ll hurt your back. If you hurt your back, you’ll never become President. What fallacy is being committed here?","If MSK<0> do n’t eat breakfast , MSK<0> ’ll MSK<1> in MSK<0> . If MSK<0> MSK<1> in MSK<0> , MSK<0> ’ll MSK<2> MSK<0> . If MSK<0> MSK<2> MSK<0> , MSK<0> ’ll never become President . What fallacy is being committed here ? ",This argument is fallacious.,1
460,"It is possible to fake the moon landing through special effects. Therefore, the moon landing was a fake using special effects.","It is possible to MSK<0> . Therefore , MSK<0> was a fake using special effects . ",This argument is fallacious.,1
461,"""She's definitely a feminist; she watched the Democratic National Convention"" IS an example of this fallacy.",""" MSK<0> 's definitely a feminist ; MSK<0> watched the Democratic National Convention "" IS an example of this fallacy . ",This argument is fallacious.,1
462,"""The academic decathlon, Mr. Iglesias? That's a rich kid thing.""",""" The academic decathlon , Mr. Iglesias ? That 's a rich kid thing . "" ",This argument is fallacious.,1
463,This is an example of which fallacy?,This is an example of which fallacy ? ,This argument is fallacious.,1
464,There is a lot of commotion regarding saving the environment. We cannot make this world an Eden. What will happen if it does become Eden? Adam and Eve got bored there!,There is MSK<0> regarding saving the environment . MSK<1> can not make this world an MSK<2> . What will happen if MSK<0> does become MSK<2> ? MSK<1> got bored there ! ,This argument is fallacious.,1
465,"If you don't pass this quiz, you will get a low grade. This will affect your score in the gradebook, you will fail Eng II. You will not graduate Highschool. You will not get a good job.","If MSK<0> don't pass this quiz , MSK<0> will get a low grade . This will affect MSK<0> score in the gradebook , MSK<0> will fail Eng II . MSK<0> will not graduate Highschool . MSK<0> will not get a good job . ",This argument is fallacious.,1
466,Santa has a red suit. My dad has a red suit. My dad must be Santa Claus! (This is an example of...),MSK<0> has a MSK<2> . MSK<3> has a MSK<2> . MSK<3> must be MSK<0> Claus ! ( coref1 is an example of ... ) ,This argument is fallacious.,1
